,Username,location,friend_count,review_count,photo_count,rating,date,review,Url
292,Alexander C.,"Houston, TX",25,104,14,4,9/19/2011,"BJ's is a pretty cool place and our trips usually begin with someone saying, ""Raise your hand if you want BJ's!"". I've never been over/under impressed with this place. Some like to compare it to 'Cheesecake Factory' but I think their menu gives me less anxiety.  I always order the avocado egg rolls and they are great, the sauce is this dish's main attraction. The deep dish pizzas are good, the sandwiches too but the pasta dishes are HUGE. There are no lunch portions on Sunday so you'll probably go home with leftovers. The desserts are equally as good with oversized portions. This is not a place that gives you mediocre food with huge portions.  I'm not of a drinker but they many options of brew including their own.  The food is good and they have options for everyone.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
293,San E.,"Sugar Land, TX",0,40,1,2,3/09/14,"I've been here so many times, And the service is the WORST! I called to place a Togo order, and my mom left the house to go pick it up, so when she gets there the order would be ready. Well, when I called they put me on hold. For ELEVEN MINUTES. So I finally hung up, and called back. While I was on the line with them, my mom called, saying she's there and they don't have my order. MAYBE BECAUSE I DIDN'T GET TO ORDER BECAUSE I'VE BEEN ON HOLD. I was SO mad. And the worst part? They didn't even say sorry. Or give a discount. I mean NOTHING. So my mom had to sit there and wait for my food. Now for another horrible experience. I went there yesterday with a small group and ordered chicken wings, and two pizza with no chicken (it came with chicken) After 30 mins of waiting, the pizza came, with chicken on it. So then he took it back, and then 20 mins later brought one of the pizza back, but said he dropped the other pizza so they're making it. So we began to eat the first pizza. My wings were no where to be found, as the waiter was also no where to be found. We had no silverware so we had to get up and get some from the other table. Not once the whole time did we get a refill. We were complaining how thirsty we were. Then 20 mins later he brought my wings, but I told him (its been so long, and I ate the pizza that's here, so I'm not hungry anymore. We're all full now so cancel the other pizza that's still cooking, and take the wings back."" There's been so many other horrible experiences too but those are just a few. As for food, the pizza is really good. The avocado rolls are okay. The French fries are really thin but good.  The jalapeÌ±o burger is good but the meat is fatty and over burnt and thick. The potato skins are okay, nothing special. Those buffalo chicken wonton things are REALLY good. The pasta is whatever. And of course the pazookie, it's really good! Warm and soft! The strawberry lemonade is the best!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
294,Jessica G.,"Sugar Land, TX",1,20,5,4,4/15/2015,"Depending when you go depends on the service you get. åÊEveryone is usually very nice, but can be very slow at times. åÊThe food is always excellent though!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
295,Alan S.,"Houston, TX",657,1413,293,4,10/27/2008,"Been back to BJ's a few times since my first review. åÊI tend to go for lunch which is nice since there usually is not a wait at 1230 or 1 as compared to trying to go for dinner. åÊI am a big fan of their Soup and Salad combo. åÊIt's about $6-7 and its as much as you want. åÊThe Caesar salad is delicious! åÊThe chili is pretty good, and is defiantly unique. åÊMy dad is a huge fan of their clam chowder.  I recommend trying this or one of their other lunch specials... their lunch menu prices are much better than their normal ones!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
296,Christina T.,"Pearland, TX",15,17,,2,8/05/14,"Went in last night around 11:15. The greeter was on the phone, not pleasant or inviting. We were seated at a booth. We waited about 10 mins for someone to come to us. My friend was ready to get up and leave. Our server was very monotone and kept asking us if we wanted any food because ""last call is in 20 minutes "" whatever. It was a little rude but not a big deal. We didn't complain abt having to wait either. I ordered a peach sangria. Tastes nasty and not peachy at all. All I could taste was liquor. The same server who was waiting on a family of 4 seemed to want to please them more. Even the manager kept going to their table to make sure they were okay. Fine no problem. Meanwhile other servers are behind us on their phone taking pictures. Manager doesn't care about this apparently . Overall horrible service horrible servers. Only thing good are the pizookies. Never coming here again .",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
297,Grace C.,"Energy Corridor, Houston, TX",14,46,75,5,9/09/13,"Tonight is our one month wedding anniversary, of course Jason forgot, but I told him we have to celebrate it. We drove around for a while looking for a place and he said, how about BJ's? Why not? We ordered the fried artichoke for appetizer, and it was great in my opinion but Jason said my homemade lemon garlic butter sauce is better than the lemon garlic sauce it came with :) he may be just making up for forgetting the anniversary. I love artichokes but wasn't crazy about the thick crispy breading, so I won't order this appetizer again. For the main entree, our server recommended Tuscan Chicken Limone and Moroccan Spiced Salmon. Jason's salmon was full of wonderful spices. My chicken Limone was very creamy and rich but not overwhelming. The artichoke mixed well with angel hair pasta in the lemony sauce, once you add sun dried tomatoes on top, it just doesn't get any better than that! Or does it? Yes, the chicken is actually the best part. Tender, juicy, thinly pounded and breaded, soaked in lemon goodness, each little bit is a little taste of heaven. During our meal, our funny and resourceful waiter Jacob brought a sample of his favorite beer Jeremiah Red for Jason. His report on this Irish style ale is tasty, rich and smooth. We were going to skip dessert tonight but Jacob said BJ's is famous for its pizookie and how can we past that up? We ordered white chocolate macadamian nut, raspberry white chocolate, and triple chocolate. The trio did not disappoint. Needless to say, we will be back.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
298,Steve M.,"Missouri City, TX",0,50,86,1,2/16/2014,"Food was okay, service was worth 10% tip at best. åÊWe accidently left our to-go box and we were literally two steps out the door and they threw it away. åÊYes, it was our fault, but the staff acted like they did not care, they could have at least held it for two minutes to see if we were going to return. åÊNeedless to say we will not be back, now I remember why we have not been back in seven years.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
299,Michael L.,"Wharton, TX",156,44,16,3,9/29/2013,"Very good food, service was below average, and the price was perfect.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
300,Lourdes C.,"La Porte, TX",0,3,,1,4/19/2014,"I come to BJ's all the time and the food is always great and the service is just as good, however that was not the case at this location. We were properly greeted and sat by the hosts, but once we were sat, it was ten minutes at least until we were greeted and then another fifteen minutes just to get our beverages and the service never got any better. The food was great as always, but it did not make up for the quality of service. We were about 10 minutes into waiting for our desserts when my daughter, who used to work at a different location and is familiar with their protocol, went to speak to a manager about our experience. She just made excuses for the server and said they'd been busy. It was 10:30 and the restaurant was filled but not overwhelmingly full. Though they offered to comp our desserts she never really apologized and didn't seem to care, so we left feeling like service and standards mean nothing here. Definitely the worst BJ's location I have been to date.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=300
301,Dan H.,"Houston, TX",45,197,4,3,6/03/11,"Having been to the location in Dallas years ago I wanted to give this one a try too..  This place isnt bad, but the food is just average.. I did however enjoy the beer they had on tap, but I'm no expert in beer so it might be just a preference.. The wait was a bit long, but it was a weekend and every family in Sugarland seemed to be eating here at the time..I will say that our service was very good when we managed to get a table..  While the prices are low and the beer is solid, I just don't see us hurrying back for the food..",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=300
